Perfetti sconosciuti;Comedy;Drama;;96;78
Hidden Figures;Biography;Drama;History;127;58
Paddington 2;Animation;Adventure;Comedy;103;69
Udta Punjab;Action;Crime;Drama;148;78
Kubo and the Two Strings;Animation;Action;Adventure;101;66
M,S, Dhoni: The Untold Story;Biography;Drama;Sport;184;78
Manchester by the Sea;Drama;;;137;75
Under sandet;Drama;History;War;100;59
Rogue One;Action;Adventure;Sci-Fi;133;51
Captain America: Civil War;Action;Adventure;Sci-Fi;147;59
The Hateful Eight;Crime;Drama;Mystery;168;53
Little Women;Drama;Romance;;135;71
Loving Vincent;Animation;Biography;Crime;94;48
Pride;Biography;Comedy;Drama;119;62
Nightcrawler;Crime;Drama;Thriller;117;59
Le passé;Drama;Mystery;;130;66
La grande bellezza;Drama;;;141;67
The Lunchbox;Drama;Romance;;104;59
Vicky Donor;Comedy;Romance;;126;78
Big Hero 6;Animation;Action;Adventure;102;58
About Time;Comedy;Drama;Fantasy;123;78
English Vinglish;Comedy;Drama;Family;134;78
Kaze tachinu;Animation;Biography;Drama;126;65
Toy Story 4;Animation;Adventure;Comedy;100;66
La migliore offerta;Crime;Drama;Mystery;131;78
Moonrise Kingdom;Comedy;Drama;Romance;94;66
How to Train Your Dragon 2;Animation;Action;Adventure;102;59
The Big Short;Biography;Comedy;Drama;130;63
Kokuhaku;Drama;Thriller;;106;78
Ang-ma-reul bo-at-da;Action;Crime;Drama;144;52
The Girl with the Dragon Tattoo;Crime;Drama;Mystery;158;55
Captain Phillips;Adventure;Biography;Crime;134;64
Ajeossi;Action;Crime;Drama;119;78
Straight Outta Compton;Biography;Drama;History;147;56
The Irishman;Biography;Crime;Drama;209;73
Madeo;Crime;Drama;Mystery;129;62
Chugyeokja;Action;Crime;Thriller;125;50
The Hobbit: The Desolation of Smaug;Adventure;Fantasy;;161;51
Das weiße Band - Eine deutsche Kindergeschichte;Drama;History;Mystery;144;64
Män som hatar kvinnor;Crime;Drama;Mystery;152;59
Skyfall;Action;Adventure;Thriller;143;63
The Trial of the Chicago 7;Drama;History;Thriller;129;59
Druk;Comedy;Drama;;117;62
The Fighter;Biography;Drama;Sport;116;62
Taken;Action;Crime;Thriller;90;78
The Boy in the Striped Pyjamas;Drama;History;War;94;78
Once;Drama;Music;Romance;86;69
The Hobbit: An Unexpected Journey;Adventure;Fantasy;;169;78
Auf der anderen Seite;Drama;;;122;66
Atonement;Drama;Mystery;Romance;123;66
Drive;Crime;Drama;;100;61
American Gangster;Biography;Crime;Drama;157;59
Avatar;Action;Adventure;Fantasy;162;65
Mr, Nobody;Drama;Fantasy;Romance;141;49
Apocalypto;Action;Adventure;Drama;139;53
Little Miss Sunshine;Comedy;Drama;;101;62
Hot Fuzz;Action;Comedy;Mystery;121;63
The Curious Case of Benjamin Button;Drama;Fantasy;Romance;166;55
Veer-Zaara;Drama;Family;Musical;192;52
Adams ?bler;Comedy;Crime;Drama;94;78
Pride & Prejudice;Drama;Romance;;129;64
The World's Fastest Indian;Biography;Drama;Sport;127;53
Serenity;Action;Adventure;Sci-Fi;119;58
Walk the Line;Biography;Drama;Music;136;56
Ondskan;Drama;;;113;48
The Notebook;Drama;Romance;;123;78
Diarios de motocicleta;Adventure;Biography;Drama;126;59
Lilja 4-ever;Crime;Drama;;109;64
Les triplettes de Belleville;Animation;Comedy;Drama;80;71
Gongdong gyeongbi guyeok JSA;Action;Drama;Thriller;110;78
The Count of Monte Cristo;Action;Adventure;Drama;131;48
Waking Life;Animation;Drama;Fantasy;99;65
Remember the Titans;Biography;Drama;Sport;113;78
Wo hu cang long;Action;Adventure;Fantasy;120;73
Todo sobre mi madre;Drama;;;101;68
Cast Away;Adventure;Drama;Romance;143;57
The Boondock Saints;Action;Crime;Thriller;108;78
The Insider;Biography;Drama;Thriller;157;66
October Sky;Biography;Drama;Family;108;55
Shrek;Animation;Adventure;Comedy;90;66
Titanic;Drama;Romance;;194;59
Hana-bi;Crime;Drama;Romance;103;78
Gattaca;Drama;Sci-Fi;Thriller;106;50
The Game;Drama;Mystery;Thriller;129;48
Breaking the Waves;Drama;;;159;59
Ed Wood;Biography;Comedy;Drama;127;55
What's Eating Gilbert Grape;Drama;;;118;57
Tombstone;Action;Biography;Drama;130;78
The Sandlot;Comedy;Drama;Family;101;78
The Remains of the Day;Drama;Romance;;134;67
Naked;Comedy;Drama;;132;66
The Fugitive;Action;Crime;Drama;130;68
A Bronx Tale;Crime;Drama;Romance;121;62
Batman: Mask of the Phantasm;Animation;Action;Crime;76;78
Lat sau san taam;Action;Crime;Thriller;128;78
Night on Earth;Comedy;Drama;;129;53
La double vie de Véronique;Drama;Fantasy;Music;98;67
Boyz n the Hood;Crime;Drama;;112;59
Misery;Drama;Thriller;;107;59
Awakenings;Biography;Drama;;121;58
Majo no takky?bin;Animation;Adventure;Drama;103;65
Glory;Biography;Drama;History;122;61
Dip huet seung hung;Action;Crime;Drama;111;64
Back to the Future Part II;Adventure;Comedy;Sci-Fi;108;78
Mississippi Burning;Crime;Drama;History;128;51
Predator;Action;Adventure;Sci-Fi;107;78
Evil Dead II;Comedy;Horror;;84;56
Ferris Bueller's Day Off;Comedy;;;103;48
Down by Law;Comedy;Crime;Drama;107;59
The Goonies;Adventure;Comedy;Family;114;48
The Color Purple;Drama;;;154;61
The Breakfast Club;Comedy;Drama;;97;51
The Killing Fields;Biography;Drama;History;141;59
Ghost Busters;Action;Comedy;Fantasy;105;55
The Right Stuff;Adventure;Biography;Drama;193;71
The King of Comedy;Comedy;Crime;Drama;109;57
E,T, the Extra-Terrestrial;Family;Sci-Fi;;115;71
Kramer vs, Kramer;Drama;;;105;60
Days of Heaven;Drama;Romance;;94;73
The Outlaw Josey Wales;Western;;;135;54
The Man Who Would Be King;Adventure;History;War;129;71
The Conversation;Drama;Mystery;Thriller;113;66
La plan?te sauvage;Animation;Sci-Fi;;72;57
The Day of the Jackal;Crime;Drama;Thriller;143;62
Badlands;Action;Crime;Drama;94;73
Cabaret;Drama;Music;Musical;124;62
Willy Wonka & the Chocolate Factory;Family;Fantasy;Musical;100;52
Midnight Cowboy;Drama;;;113;62
Wait Until Dark;Thriller;;;108;63
Guess Who's Coming to Dinner;Comedy;Drama;;108;49
Bonnie and Clyde;Action;Biography;Crime;111;67
My Fair Lady;Drama;Family;Musical;170;74
Mary Poppins;Comedy;Family;Fantasy;139;69
The Longest Day;Action;Drama;History;178;59
Jules et Jim;Drama;Romance;;105;76
The Innocents;Horror;;;100;69
? bout de souffle;Crime;Drama;;90;78
Red River;Action;Adventure;Drama;133;78
Key Largo;Action;Crime;Drama;100;78
To Have and Have Not;Adventure;Comedy;Film-Noir;100;70
Gaslight;Crime;Drama;Mystery;114;78
Shadow of a Doubt;Film-Noir;Thriller;;108;73
Stagecoach;Adventure;Drama;Western;96;73
The Lady Vanishes;Mystery;Thriller;;96;76
Bringing Up Baby;Comedy;Family;Romance;102;71
Bride of Frankenstein;Drama;Horror;Sci-Fi;75;74
Duck Soup;Comedy;Musical;War;69;73
Scarface: The Shame of the Nation;Action;Crime;Drama;93;68
Frankenstein;Drama;Horror;Sci-Fi;70;71
Roma;Drama;;;135;74
God's Own Country;Drama;Romance;;104;65
Deadpool 2;Action;Adventure;Comedy;119;51
Wind River;Crime;Drama;Mystery;107;56
Get Out;Horror;Mystery;Thriller;104;65
Mission: Impossible - Fallout;Action;Adventure;Thriller;147;66
En man som heter Ove;Comedy;Drama;Romance;116;54
What We Do in the Shadows;Comedy;Horror;;86;59
Omoide no Mânî;Animation;Drama;Family;103;55
The Theory of Everything;Biography;Drama;Romance;123;55
Kingsman: The Secret Service;Action;Adventure;Comedy;129;77
The Fault in Our Stars;Drama;Romance;;126;53
Me and Earl and the Dying Girl;Comedy;Drama;;105;57
Birdman or (The Unexpected Virtue of Ignorance);Comedy;Drama;;119;67
La vie d'Ad?le;Drama;Romance;;180;69
Kai po che!;Drama;Sport;;130;77
The Broken Circle Breakdown;Drama;Music;Romance;111;54
Captain America: The Winter Soldier;Action;Adventure;Sci-Fi;136;54
Rockstar;Drama;Music;Romance;159;77
Nebraska;Adventure;Comedy;Drama;115;67
Wreck-It Ralph;Animation;Adventure;Comedy;101;55
Le Petit Prince;Animation;Adventure;Drama;108;54
Detachment;Drama;;;98;77
Midnight in Paris;Comedy;Fantasy;Romance;94;62
The Lego Movie;Animation;Action;Adventure;100;64
Gravity;Drama;Sci-Fi;Thriller;91;74
Star Trek Into Darkness;Action;Adventure;Sci-Fi;132;55
Beasts of No Nation;Drama;War;;137;61
The Social Network;Biography;Drama;;120;73
X: First Class;Action;Adventure;Sci-Fi;131;50
The Hangover;Comedy;;;100;56
Silver Linings Playbook;Comedy;Drama;Romance;122;62
Argo;Biography;Drama;Thriller;120;66
(500) Days of Summer;Comedy;Drama;Romance;95;59
Harry Potter and the Deathly Hallows: Part 1;Adventure;Family;Fantasy;146;50
Gake no ue no Ponyo;Animation;Adventure;Comedy;101;66
Frost/Nixon;Biography;Drama;History;122;62
Papurika;Animation;Drama;Fantasy;90;62
Changeling;Biography;Crime;Drama;141;49
Flipped;Comedy;Drama;Romance;90;77
Toki o kakeru shôjo;Animation;Adventure;Comedy;98;77
Death Note: Desu nôto;Crime;Drama;Fantasy;126;77
This Is England;Crime;Drama;;101;66
Ex Machina;Drama;Sci-Fi;Thriller;108;60
Efter brylluppet;Drama;;;120;60
The Last King of Scotland;Biography;Drama;History;123;57
Zodiac;Crime;Drama;Mystery;157;60
Lucky Number Slevin;Crime;Drama;Thriller;110;77
Joyeux Noël;Drama;History;Music;116;54
Control;Biography;Drama;Music;122;60
Tangled;Animation;Adventure;Comedy;100;55
Zwartboek;Drama;Thriller;War;145;55
Brokeback Mountain;Drama;Romance;;134;67
3:10 to Yuma;Action;Crime;Drama;122;59
Crash;Crime;Drama;Thriller;112;51
Kung fu;Action;Comedy;Fantasy;99;60
The Bourne Supremacy;Action;Mystery;Thriller;108;56
The Machinist;Drama;Thriller;;101;47
Ray;Biography;Drama;Music;152;56
Lost in Translation;Comedy;Drama;;102;69
Harry Potter and the Goblet of Fire;Adventure;Family;Fantasy;157;62
Man on Fire;Action;Crime;Drama;146;77
Coraline;Animation;Drama;Family;100;62
The Last Samurai;Action;Drama;;154;77
The Magdalene Sisters;Drama;;;114;64
Good Bye Lenin!;Comedy;Drama;Romance;121;52
In America;Drama;;;105;59
I Am Sam;Drama;;;132;77
Adaptation,;Comedy;Drama;;115;64
Black Hawk Down;Drama;History;War;144;57
Road to Perdition;Crime;Drama;Thriller;117;55
Das Experiment;Drama;Thriller;;120;77
Billy Elliot;Drama;Music;;110;57
Hedwig and the Angry Inch;Comedy;Drama;Music;95;65
Ocean's Eleven;Crime;Thriller;;116;57
Vampire Hunter D: Bloodlust;Animation;Action;Fantasy;103;48
O Brother, Where Art Thou?;Adventure;Comedy;Crime;107;53
Interstate 60: Episodes of the Road;Adventure;Comedy;Drama;116;77
South Park: Bigger, Longer & Uncut;Animation;Comedy;Fantasy;81;56
Office Space;Comedy;;;89;52
Happiness;Comedy;Drama;;134;62
Training Day;Crime;Drama;Thriller;122;53
Rushmore;Comedy;Drama;Romance;93;66
Abre los ojos;Drama;Mystery;Sci-Fi;119;77
Being John Malkovich;Comedy;Drama;Fantasy;113;69
As Good as It Gets;Comedy;Drama;Romance;139;52
The Fifth Element;Action;Adventure;Sci-Fi;126;77
Le dîner de cons;Comedy;;;80;56
Donnie Brasco;Biography;Crime;Drama;127;59
Shine;Biography;Drama;Music;105;67
Primal Fear;Crime;Drama;Mystery;129;77
Hamlet;Drama;;;242;77
A Little Princess;Drama;Family;Fantasy;97;64
Do lok tin si;Comedy;Crime;Drama;99;55
Il postino;Biography;Comedy;Drama;108;62
Clerks;Comedy;;;92;54
Short Cuts;Comedy;Drama;;188;61
Philadelphia;Drama;;;125;51
The Muppet Christmas Carol;Comedy;Drama;Family;85;49
Malcolm X;Biography;Drama;History;202;56
The Last of the Mohicans;Action;Adventure;Drama;112;59
Kurenai no buta;Animation;Adventure;Comedy;94;64
Glengarry Glen Ross;Crime;Drama;Mystery;100;63
A Few Good Men;Drama;Thriller;;138;48
Fried Green Tomatoes;Drama;;;130;49
Barton Fink;Comedy;Drama;Thriller;116;53
Miller's Crossing;Crime;Drama;Thriller;115;51
Who Framed Roger Rabbit;Animation;Adventure;Comedy;104;64
Spoorloos;Mystery;Thriller;;107;77
Withnail & I;Comedy;Drama;;107;65
The Last Emperor;Biography;Drama;History;163;59
Empire of the Sun;Action;Drama;History;153;48
Der Name der Rose;Crime;Drama;Mystery;130;77
Blue Velvet;Drama;Mystery;Thriller;120;59
The Purple Rose of Cairo;Comedy;Fantasy;Romance;82;58
After Hours;Comedy;Crime;Drama;97;69
Zelig;Comedy;;;79;77
The Verdict;Drama;;;129;59
Star Trek II: The Wrath of Khan;Action;Adventure;Sci-Fi;113;52
First Blood;Action;Adventure;;93;47
Ordinary People;Drama;;;124;66
Airplane!;Comedy;;;88;60
Rupan sansei: Kariosutoro no shiro;Animation;Adventure;Family;100;55
Halloween;Horror;Thriller;;91;67
Le locataire;Drama;Thriller;;126;55
Love and Death;Comedy;War;;85;69
The Taking of Pelham One Two Three;Action;Crime;Thriller;104;52
Blazing Saddles;Comedy;Western;;93;56
Serpico;Biography;Crime;Drama;130;67
Enter the Dragon;Action;Crime;Drama;102;64
Deliverance;Adventure;Drama;Thriller;109;62
The French Connection;Action;Crime;Drama;104;72
Dirty Harry;Action;Crime;Thriller;102;69
Where Eagles Dare;Action;Adventure;War;158;49
The Odd Couple;Comedy;;;105;66
The Dirty Dozen;Action;Adventure;War;150;56
Belle de jour;Drama;Romance;;100;77
A Man for All Seasons;Biography;Drama;History;120;55
Repulsion;Drama;Horror;Thriller;105;70
Zulu;Drama;History;War;138;59
Goldfinger;Action;Adventure;Thriller;110;67
The Birds;Drama;Horror;Mystery;119;69
Cape Fear;Drama;Thriller;;106;59
Peeping Tom;Drama;Horror;Thriller;101;77
The Magnificent Seven;Action;Adventure;Western;128;57
Les yeux sans visage;Drama;Horror;;90;69
Invasion of the Body Snatchers;Drama;Horror;Sci-Fi;80;71
Rebel Without a Cause;Drama;;;111;69
The Ladykillers;Comedy;Crime;;91;70
Sabrina;Comedy;Drama;Romance;113;55
The Quiet Man;Comedy;Drama;Romance;129;77
The Day the Earth Stood Still;Drama;Sci-Fi;;92;77
The African Queen;Adventure;Drama;Romance;105;70
Gilda;Drama;Film-Noir;Romance;110;77
Fantasia;Animation;Family;Fantasy;125;74
The Invisible Man;Horror;Sci-Fi;;71;67
Dark Waters;Biography;Drama;History;126;55
Searching;Drama;Mystery;Thriller;102;54
Once Upon a Time,,, in Hollywood;Comedy;Drama;;161;63
Nelyubov;Drama;;;127;65
The Florida Project;Drama;;;111;70
Just Mercy;Biography;Crime;Drama;137;52
Gifted;Drama;;;101;76
The Peanut Butter Falcon;Adventure;Comedy;Drama;97;53
Victoria;Crime;Drama;Romance;138;59
Mustang;Drama;;;97;63
Guardians of the Galaxy Vol, 2;Action;Adventure;Comedy;136;51
Baby Driver;Action;Crime;Drama;113;65
Only the Brave;Action;Biography;Drama;134;55
Bridge of Spies;Drama;History;Thriller;142;62
Incredibles 2;Animation;Action;Adventure;118;61
Moana;Animation;Adventure;Comedy;107;62
Sicario;Action;Crime;Drama;121;62
Creed;Drama;Sport;;133;62
Leviafan;Crime;Drama;;140;70
Hell or High Water;Action;Crime;Drama;102;67
Philomena;Biography;Comedy;Drama;98;59
Dawn of the Planet of the Apes;Action;Adventure;Drama;130;60
El cuerpo;Mystery;Thriller;;112;76
Serbuan maut;Action;Thriller;;101;55
End of Watch;Action;Crime;Drama;109;52
Kari-gurashi no Arietti;Animation;Adventure;Family;94;61
A Star Is Born;Drama;Music;Romance;136;67
True Grit;Drama;Western;;110;61
H?vnen;Drama;Romance;;118;49
Despicable Me;Animation;Comedy;Crime;95;55
50/50;Comedy;Drama;Romance;100;55
Kick-Ass;Action;Comedy;Crime;117;50
Celda 211;Action;Adventure;Crime;113;76
Moneyball;Biography;Drama;Sport;133;66
La piel que habito;Drama;Horror;Thriller;120;53
Zombieland;Adventure;Comedy;Fantasy;88;55
Die Welle;Drama;Thriller;;107;76
Sherlock Holmes;Action;Adventure;Mystery;128;76
The Blind Side;Biography;Drama;Sport;129;76
Seven Pounds;Drama;;;123;76
Eastern Promises;Action;Crime;Drama;100;62
Stardust;Adventure;Family;Fantasy;127;50
The Secret of Kells;Animation;Adventure;Family;71;62
Inside Man;Crime;Drama;Mystery;129;58
Gone Baby Gone;Crime;Drama;Mystery;114;55
La Vie En Rose;Biography;Drama;Music;140;50
Huo Yuan Jia;Action;Biography;Drama;104;53
The Illusionist;Drama;Fantasy;Mystery;110;52
Dead Man's Shoes;Crime;Drama;Thriller;90;76
Harry Potter and the Half-Blood Prince;Action;Adventure;Family;153;59
300;Action;Drama;;117;76
Match Point;Drama;Romance;Thriller;124;55
Watchmen;Action;Drama;Mystery;162;76
Lord of War;Action;Crime;Drama;122;47
Saw;Horror;Mystery;Thriller;103;76
Synecdoche, New York;Drama;;;124;51
Mysterious Skin;Drama;;;105;55
Un long dimanche de fiançailles;Drama;Mystery;Romance;133;58
The Station Agent;Comedy;Drama;;89;62
21 Grams;Crime;Drama;Thriller;124;53
Boksuneun naui geot;Crime;Drama;Thriller;129;76
Finding Neverland;Biography;Drama;Family;106;51
25th Hour;Drama;;;135;52
The Butterfly Effect;Drama;Sci-Fi;Thriller;113;76
28 Days Later,,,;Drama;Horror;Sci-Fi;113;55
Batoru rowaiaru;Action;Adventure;Drama;114;62
The Royal Tenenbaums;Comedy;Drama;;110;58
Y tu mamá también;Drama;;;106;67
Harry Potter and the Sorcerer's Stone;Adventure;Family;Fantasy;152;49
The Others;Horror;Mystery;Thriller;101;56
Blow;Biography;Crime;Drama;124;76
Enemy at the Gates;Drama;History;War;131;76
Minority Report;Action;Crime;Mystery;145;61
American Psycho;Comedy;Crime;Drama;101;49
Lola rennt;Crime;Drama;Thriller;81;59
The Thin Red Line;Drama;War;;170;59
Mulan;Animation;Adventure;Family;88;54
Fear and Loathing in Las Vegas;Adventure;Comedy;Drama;118;76
Funny Games;Crime;Drama;Thriller;108;52
Dark City;Fantasy;Mystery;Sci-Fi;100;50
Sleepers;Crime;Drama;Thriller;147;76
Lost Highway;Mystery;Thriller;;134;76
Sense and Sensibility;Drama;Romance;;136;64
Die Hard: With a Vengeance;Action;Adventure;Thriller;128;76
Dead Man;Adventure;Drama;Fantasy;121;47
The Bridges of Madison County;Drama;Romance;;135;52
Apollo 13;Adventure;Drama;History;140;59
Trois couleurs: Blanc;Comedy;Drama;Romance;92;67
Falling Down;Crime;Drama;Thriller;113;76
Dazed and Confused;Comedy;;;102;59
My Cousin Vinny;Comedy;Crime;;120;52
Kal Hee;Animation;Drama;Romance;118;68
Home Alone;Comedy;Family;;103;48
The Godfather: Part III;Crime;Drama;;162;76
When Harry Met Sally,,,;Comedy;Drama;Romance;95;58
The Little Mermaid;Animation;Family;Fantasy;83;67
The Naked Gun: From the Files of Police Squad!;Comedy;Crime;;85;58
Planes, Trains & Automobiles;Comedy;Drama;;93;55
Lethal Weapon;Action;Crime;Thriller;109;52
Blood Simple;Crime;Drama;Thriller;99;63
On Golden Pond;Drama;;;109;52
Mad Max 2;Action;Adventure;Sci-Fi;96;59
The Warriors;Action;Crime;Thriller;92;49
The Muppet Movie;Adventure;Comedy;Family;95;56
Escape from Alcatraz;Action;Biography;Crime;112;58
Watership Down;Animation;Adventure;Drama;91;49
Close Encounters of the Third Kind;Drama;Sci-Fi;;138;68
The Long Goodbye;Comedy;Crime;Drama;112;66
Gi? la testa;Drama;War;Western;157;59
Kelly's Heroes;Adventure;Comedy;War;144;76
The Jungle Book;Animation;Adventure;Family;78;49
A Hard Day's Night;Comedy;Musical;;87;73
Breakfast at Tiffany's;Comedy;Drama;Romance;115;58
Giant;Drama;Western;;201;64
From Here to Eternity;Drama;Romance;War;118;65
Lifeboat;Drama;War;;97;59
The 39 Steps;Crime;Mystery;Thriller;86;71
